city,hex,auc_inf,auc_cap
amsterdam,881968240bfffff,0.8336749061416157,3.48532533559117
amsterdam,881969c9c3fffff,10.010488227639206,52.38020717476756
amsterdam,881969c9ddfffff,2.9348420669587028,21.41137004660746
amsterdam,881969c9c7fffff,5.827874278023035,42.82134494725062
amsterdam,881969c9ebfffff,6.427373318357565,56.69977389588209
amsterdam,881969c9e1fffff,2.8728166863799145,23.92178098352918
amsterdam,8819682455fffff,2.651207532941242,7.954508391840349
amsterdam,8819682451fffff,1.24477591437907,27.320260250379853
amsterdam,88196826e1fffff,0.5068226278154547,0.5068226278154547
amsterdam,881969c9c1fffff,3.424405810149406,8.727706669048514
amsterdam,881969c9e5fffff,0.7470445835899799,3.3986950130395335
amsterdam,881969c9c5fffff,2.001561427646734,52.36352455780478
amsterdam,881969c9e9fffff,7.013877424802299,49.44028429599516
amsterdam,881969c9edfffff,12.391126884950316,94.59229019788647
amsterdam,881968245dfffff,1.1795989362925805,19.74115194243945
amsterdam,881969c933fffff,4.173754343129075,6.825404772578629
amsterdam,88196826d9fffff,1.17373124731547,1.17373124731547
amsterdam,881969c937fffff,1.3086615640787291,1.3086615640787291
amsterdam,881969c913fffff,0.559971218462165,3.2116216479117186
amsterdam,881969c93bfffff,2.9669709067900585,5.618621336239611
amsterdam,881969c917fffff,5.164476590652439,38.94179138141896
amsterdam,881969c931fffff,1.7717837912907064,6.707585944299012
amsterdam,881969525bfffff,1.5506822364835284,4.055156484206181
amsterdam,881969cd29fffff,0.0,0.0
amsterdam,881969c8b9fffff,0.0,47.01820934671337
amsterdam,8819695257fffff,0.0,5.3033008588991075
amsterdam,88196824c7fffff,0.0,0.0
amsterdam,8819682489fffff,0.0,0.0
amsterdam,881969c8e7fffff,0.0,0.0
amsterdam,881968248dfffff,2.3630747222692583,14.998797629097146
bogota,8866e42d61fffff,9.12402046678189,27.68557347292877
bogota,8866e42d63fffff,5.664753292248874,40.42764287488884
bogota,8866e42d67fffff,9.998312012064343,30.322753990465507
bogota,8866e42d05fffff,6.723350673546351,6.723350673546351
bogota,8866e092c7fffff,9.149701425025494,22.29903159796961
bogota,8866e0928dfffff,12.395533671109268,32.81268241701342
bogota,8866e092ebfffff,13.886032310322461,21.56572371110752
bogota,8866e092e9fffff,9.965031637429329,59.07741573700218
bogota,8866e092cdfffff,5.055391378645388,27.47867800375526
bogota,8866e42d27fffff,7.407288021778582,33.764546499918154
bogota,8866e09253fffff,5.416812631225705,23.741414366757212
bogota,8866e42d2dfffff,6.773580260767807,16.589717552248537
bogota,8866e092c1fffff,10.89677462151242,83.20797130960352
bogota,8866e42d21fffff,9.560854114104727,22.201812067965765
bogota,8866e09259fffff,6.936359911451504,17.056382365255754
bogota,8866e0925bfffff,3.044489427226487,8.347790286125594
bogota,8866e42d6bfffff,8.11862919985535,39.34079610421062
bogota,8866e42f23fffff,5.685526898275892,34.28365664417536
bogota,8866e42d49fffff,4.170681241332279,27.4087596036342
bogota,8866e42d25fffff,4.433244674513721,19.672643655651562
bogota,8866e42d29fffff,6.960648496823745,16.86494550745593
bogota,8866e09215fffff,8.047974668728372,15.735496652527242
bogota,8866e09239fffff,7.17563441410247,38.30835941653578
bogota,8866e09223fffff,7.176923172518654,44.49171611256855
bogota,8866e09235fffff,10.873331871638856,26.757546624394294
bogota,8866e42d69fffff,10.647655783753978,62.80247281968063
bogota,8866e09219fffff,10.36387748081169,54.46481474484722
bogota,8866e42f21fffff,6.01027434560654,70.5611247760972
bogota,8866e42f29fffff,10.36320191110784,39.00651697113224
bogota,8866e42f2bfffff,4.374347268194733,46.29979051810986
bogota,8866e09251fffff,6.798329012944144,24.821798833851634
bogota,8866e0923bfffff,6.6118884283217065,37.52313864139101
bogota,8866e09049fffff,5.945889067739647,23.807717286095354
bogota,8866e09207fffff,6.55164758073693,27.764851016333356
bogota,8866e0922bfffff,10.883621324547207,29.931873081491805
bogota,8866e09255fffff,3.6116824563235403,32.11097866513023
bogota,8866e0920bfffff,7.59745612532249,67.26199945052502
bogota,8866e09257fffff,8.789935606868312,25.70629588422448
bogota,8866e42a83fffff,12.782550021442235,72.78185024927518
bogota,8866e42ab9fffff,5.375103649452134,26.167606336145937
bogota,8866e42a8bfffff,6.933188245938158,40.715193162205075
bogota,8866e42a89fffff,7.485236312831667,28.565974630051294
bogota,8866e42a95fffff,7.26325818632482,25.285228553375692
bogota,8866e42abbfffff,5.341006949405398,18.463035294041727
bogota,8866e428a1fffff,10.317243913028719,49.52487074302758
bogota,8866e42d65fffff,8.139735111502334,44.61382913645474
bogota,8866e429d3fffff,11.704163250386177,69.90865069124337
bogota,8866e429cbfffff,4.300111646557305,32.09420899684337
bogota,8866e09157fffff,10.461796108250534,55.97067637434955
bogota,8866e09119fffff,8.517922764673692,53.314474005572556
bogota,8866e09021fffff,7.092108596181716,53.02532748926358
bogota,8866e0902bfffff,5.640609699840212,13.21731013517562
bogota,8866e09025fffff,6.230528119030733,29.449771196999208
bogota,8866e09007fffff,9.686659547264679,135.72462945999027
bogota,8866e09003fffff,8.463957397781874,39.61872580738229
bogota,8866e0901dfffff,8.643109010002979,13.946409868902087
bogota,8866e0905bfffff,12.242656169667123,61.2572836483044
bogota,8866e092e5fffff,11.443285571133599,55.51225422953416
bogota,8866e092e1fffff,7.359257500166235,83.54356886684137
bogota,8866e09213fffff,7.668279421818683,23.36950967218473
bogota,8866e429ddfffff,10.998954970430251,65.76502913537685
bogota,8866e429d1fffff,13.128270215973918,39.47401395218039
bogota,8866e428a3fffff,13.178587805052619,34.29877608254378
bogota,8866e42d47fffff,4.527043374901364,24.3143593525867
bogota,8866e42d0dfffff,3.891403634224,16.970225673782494
bogota,8866e42ac3fffff,5.132492845635861,20.675330785594976
bogota,8866e4212bfffff,2.607958539396056,28.022239145262613
bogota,8866e091d1fffff,4.961108097579438,4.961108097579438
bogota,8866e091dbfffff,10.612345547864042,49.4383004704701
bogota,8866e091d9fffff,12.581476393858267,39.37839858450074
bogota,8866e09033fffff,8.600983785132224,41.76038620513116
bogota,8866e09017fffff,9.613170140561113,40.599654520166
bogota,8866e09013fffff,6.074046256810086,20.555054620543086
bogota,8866e092a9fffff,3.9093396476865583,6.560990077136113
bogota,8866e42885fffff,1.796527718484924,33.27556861241101
bogota,8866e428abfffff,6.100341290719624,41.21212146220838
bogota,8866e0926bfffff,10.638062510280642,52.59935733926639
bogota,8866e0931bfffff,1.464669513552047,9.180690026498329
bogota,8866e09319fffff,11.086423632583626,42.81782761459944
bogota,8866e09313fffff,5.168561337065879,23.289082573516247
bogota,8866e09061fffff,13.719580677214255,69.107923090363
bogota,8866e09029fffff,10.499790218526917,41.65859627118928
bogota,8866e09027fffff,5.823962664994635,10.87980587366093
bogota,8866e091c9fffff,10.140198299390434,15.400568142364545
bogota,8866e091cbfffff,12.994283457138406,78.84054820376286
bogota,8866e0918bfffff,7.954563774958097,21.21281592220587
