term,coef,std_err,p_value
intersection_density,-0.13817150357546545,0.06657091634531889,0.03803361333836151
circuity,-8.026466937994815,1.0425830601002077,1.941522587349583e-14
orientation_entropy,0.9294666060544134,0.1789954320547882,2.2336483597384685e-07
mean_street_length,-0.04218156677583049,0.005184023493857937,6.225226373017351e-16
greenspace_fragmentation,-1.7740717979342657e-06,3.3664887037982803e-06,0.5982526426077407
