term,coef,p_classical,p_cluster8
intersection_density,-0.023333144983999573,0.6976893991082582,0.8780749954928648
circuity,-6.409225661329585,3.243255715877348e-12,0.0001600239600878582
orientation_entropy,1.8480711061125557,2.9430482303974813e-25,0.025211842154846013
mean_street_length,-0.046452100162477986,9.50991504227651e-23,8.101600695686794e-18
greenspace_fragmentation,-4.108475360019751e-07,0.7757466082367612,0.0041245163939657116
