hex,auc_all,auc_strict,city
881ec91addfffff,9.849706661895201,12.694257595825189,istanbul
881ec911a5fffff,6.112450667000348,18.744529564965656,istanbul
881ec91191fffff,12.669993437485873,10.302928284814165,istanbul
881ec911e9fffff,15.221988797224357,13.73494723505846,istanbul
881ec911ebfffff,10.324491200523092,14.844355631912501,istanbul
881ec911c7fffff,10.794085653628054,9.856045945399957,istanbul
881ec911a1fffff,4.016627164963262,6.399400554383564,istanbul
881ec911adfffff,10.740734211584734,13.99407282479101,istanbul
881ec91187fffff,8.053296611707284,19.18880282690466,istanbul
881ec91185fffff,11.296635306166406,6.597574690426848,istanbul
881ec911abfffff,12.804639101257065,21.009205930399588,istanbul
881ec911a9fffff,9.485841319140254,12.634116275774007,istanbul
881ec911e1fffff,10.403990618643162,11.769802720833901,istanbul
881ec9118dfffff,5.5861170993251985,11.876180876572505,istanbul
881ec911e3fffff,6.295087177927635,12.835807158878731,istanbul
881ec91189fffff,10.432421113743056,8.328011146236292,istanbul
881ec91a9dfffff,6.498721958342433,3.7782240915553227,istanbul
881ec91a95fffff,9.496341023607023,11.39635942985643,istanbul
881ec91a91fffff,7.003379572843018,8.154251969258173,istanbul
881ec91a9bfffff,5.271762980535228,7.908584347952636,istanbul
881ec91a93fffff,7.75437409667279,9.688725520161016,istanbul
881ec911a7fffff,10.538319352089921,11.260330706017866,istanbul
881ec9034dfffff,5.594983692756124,5.1770372106561755,istanbul
881ec90345fffff,6.7934641841301175,5.838425372351864,istanbul
881ec90341fffff,6.610426220085787,8.09830940637569,istanbul
881ec90349fffff,5.94835355876919,5.2809921437341885,istanbul
881ec9034bfffff,8.614801659045602,10.746400485192861,istanbul
881ec911b7fffff,11.83599397222209,12.739800868552459,istanbul
881ec911bdfffff,8.418775081281261,10.960247059049863,istanbul
881ec911b1fffff,9.76604612943127,9.336005713014076,istanbul
881ec911b5fffff,12.161051764112642,16.29591261793019,istanbul
881ec91a83fffff,8.415298052648662,6.941553612699215,istanbul
881ec9c4b3fffff,8.46884149394671,4.998443277388887,istanbul
881ec9c4bbfffff,3.9252632999283334,5.205762380149774,istanbul
881ec91a59fffff,11.604242962912743,10.506591378616145,istanbul
881ec91a51fffff,8.526492831924088,11.344476248288109,istanbul
881ec91a33fffff,7.029845414452489,18.327448906946515,istanbul
881ec91a39fffff,8.966641869304274,8.966641869304274,istanbul
881ec91a3bfffff,9.197352703256346,7.608882210832553,istanbul
881ec91a17fffff,16.197903275138387,13.210656885892869,istanbul
881ec91a37fffff,7.640880151543416,10.157558442994532,istanbul
881ec91a15fffff,12.362227209331742,12.855788414596198,istanbul
881ec91a31fffff,7.251612799013492,7.213945559364216,istanbul
881ec91a3dfffff,3.9812798237038893,3.9812798237038893,istanbul
