city,hex,auc_flood
phoenix,8829b6d885fffff,1.475139697881291e-07
phoenix,8829b6d887fffff,0.0
phoenix,8829b6d899fffff,0.0
phoenix,8829b6d2c9fffff,0.0
phoenix,8829b6d23dfffff,2.086162567138672e-07
phoenix,8829b6da5dfffff,0.0
phoenix,8829b6d2c5fffff,0.0
phoenix,8829b6d235fffff,0.0
phoenix,8829b6d049fffff,0.0
phoenix,8848e96d8dfffff,0.0
phoenix,8829b6d237fffff,0.0
phoenix,8829b6d2d9fffff,0.0
phoenix,8829b6d2ebfffff,0.0
phoenix,8848e96de5fffff,0.0
phoenix,8829b6d2c3fffff,0.0
phoenix,8829b6d233fffff,2.086162567138672e-07
phoenix,8829b6d2edfffff,0.0
phoenix,8829b6d1a7fffff,0.0
phoenix,8829b6c36bfffff,0.0
phoenix,8829b6c345fffff,0.0
phoenix,8829b6d00bfffff,0.0
phoenix,8829b6c059fffff,0.0
phoenix,8829b6c237fffff,0.0
phoenix,8829b6c041fffff,0.0
phoenix,8829b6c043fffff,0.0
phoenix,8829b6d037fffff,4.172325134277344e-07
phoenix,8829b6c009fffff,4.172325134277344e-07
phoenix,8829b6d193fffff,0.0
phoenix,8829b6d041fffff,0.0
phoenix,8829b6d031fffff,0.0
phoenix,8829b6d03dfffff,0.0
phoenix,8829b6d007fffff,0.0
phoenix,8829b6c26dfffff,0.0
phoenix,8829b6c261fffff,0.0
phoenix,8829b6c25dfffff,0.0
phoenix,8829b6c243fffff,2.086162567138672e-07
phoenix,8829b6c26bfffff,0.0
phoenix,8829b6c269fffff,2.950279395762582e-07
phoenix,8829b6c251fffff,0.0
phoenix,8829b6d641fffff,5.082657228880709
phoenix,8829b6d649fffff,2.615184360329821
phoenix,8848eba4d3fffff,8.344650268554688e-07
phoenix,8848eba499fffff,0.0
phoenix,8829b6d181fffff,1.043081283569336e-07
phoenix,8829b6d18bfffff,0.0
phoenix,8829b6d0a1fffff,0.0
phoenix,8829b6d0abfffff,0.0
phoenix,8848eba613fffff,0.0
phoenix,8829b6da51fffff,0.0
phoenix,8829b6da55fffff,0.0
phoenix,8829b6c25bfffff,0.0
phoenix,8829b6c259fffff,0.0
phoenix,8829b6d567fffff,0.0
phoenix,8829b6c223fffff,0.0
phoenix,8829b6c049fffff,0.0
phoenix,8829b6c31bfffff,0.0
phoenix,8829b6c23bfffff,1.043081283569336e-07
phoenix,8829b6c217fffff,0.0
phoenix,8829b6d133fffff,0.0
phoenix,8829b6d1ebfffff,0.0
phoenix,8829b6d1edfffff,0.0
phoenix,8829b6d1e9fffff,0.0
phoenix,8829b6c357fffff,0.0
phoenix,8829b6c353fffff,0.0
phoenix,8848eba653fffff,0.0
phoenix,8829b6d255fffff,0.0
phoenix,8829b6d15dfffff,0.0
phoenix,8829b6d1e7fffff,0.0
phoenix,8829b6d337fffff,0.0
phoenix,8829b6d117fffff,0.0
phoenix,8829b6d111fffff,0.0
phoenix,8829b6d11dfffff,0.0
phoenix,8829b6c151fffff,0.0
phoenix,8829b6c159fffff,2.086162567138672e-07
phoenix,8829b6d1a1fffff,0.0
phoenix,8829b6c153fffff,0.0
phoenix,8829b6d33dfffff,0.0
phoenix,8829b6c30bfffff,0.0
phoenix,8829b6c31dfffff,0.0
phoenix,8829b6d8e5fffff,0.0
phoenix,8829b6d8e3fffff,0.0
phoenix,8829b6c367fffff,0.0
phoenix,8829b6d8d1fffff,0.0
phoenix,8829b6c347fffff,0.0
phoenix,8848eba485fffff,0.0
phoenix,8829b6d8b1fffff,0.0
phoenix,8829b6c249fffff,0.0
phoenix,8829b6c209fffff,0.0
phoenix,8829b6c203fffff,2.086162567138672e-07
phoenix,8829b6c239fffff,0.0
phoenix,8829b6c057fffff,0.0
phoenix,8829b6c051fffff,0.0
phoenix,8829b6c05bfffff,0.0
phoenix,8829b6d011fffff,0.0
phoenix,8829b6d019fffff,0.0
phoenix,8829b6d051fffff,0.0
phoenix,8829b6d0e9fffff,0.0
phoenix,8829b6d0a7fffff,0.0
phoenix,8829b6d231fffff,0.0
phoenix,8848eba4bdfffff,0.0
phoenix,8848eba487fffff,0.0
phoenix,8829b6d8c9fffff,0.0
phoenix,8848eba48dfffff,0.0
phoenix,8829b6d8c5fffff,0.0
phoenix,8829b6d0bdfffff,0.0
phoenix,8848e9693dfffff,0.0
phoenix,8848e9699dfffff,1.475139697881291e-07
phoenix,8848e969d7fffff,0.0
phoenix,8848e96debfffff,0.0
phoenix,8848e96dc7fffff,0.0
phoenix,8848e96dbdfffff,0.0
phoenix,8848e96da3fffff,0.0
phoenix,8848e96d81fffff,0.0
phoenix,8829b6c311fffff,0.0
phoenix,8829b6d1b9fffff,0.0
phoenix,8829b6d187fffff,0.0
phoenix,8829b6d183fffff,0.0
phoenix,8829b6c063fffff,0.0
phoenix,8829b6c061fffff,0.0
phoenix,8829b6c319fffff,0.0
phoenix,8829b6dabbfffff,0.0
phoenix,8829b6dab1fffff,0.0
phoenix,8829b6dab5fffff,0.0
phoenix,8848e96db9fffff,0.0
phoenix,8829b6d2cbfffff,0.0
phoenix,8829b6da99fffff,0.0
phoenix,8829b6d1abfffff,0.0
phoenix,8829b6da8bfffff,0.0
phoenix,8829b6da83fffff,0.0
phoenix,8829b6d1a5fffff,8.850838187287748e-07
phoenix,8848e969edfffff,0.0
phoenix,8829b6c24bfffff,0.0
phoenix,8829b6d1b3fffff,0.0
phoenix,8829b6c115fffff,0.0
phoenix,8848e96db3fffff,0.0
phoenix,8829b6c04bfffff,0.0
phoenix,8829b6c2e1fffff,0.0
phoenix,8829b6c2c7fffff,0.0
phoenix,8848eba6dbfffff,0.0
phoenix,8829b6c10dfffff,0.0
phoenix,8848eba6b9fffff,0.0
phoenix,8848eba687fffff,0.0
phoenix,8848eba6abfffff,0.0
phoenix,8848eba6a1fffff,0.0
phoenix,8848e969a7fffff,0.0
phoenix,8848eba6d5fffff,2.086162567138672e-07
phoenix,8829b6c215fffff,7.375698489406456e-08
phoenix,8829b6c211fffff,0.0
phoenix,8829b6d145fffff,4.172325134277344e-07
phoenix,8848eba493fffff,0.0
phoenix,8829b6d14dfffff,2.950279395762582e-07
phoenix,8829b6d32dfffff,0.0
phoenix,8829b6d10dfffff,0.0
phoenix,8829b6d105fffff,0.0
phoenix,8829b6c361fffff,0.0
phoenix,8829b6da9dfffff,0.0
phoenix,8829b6dad7fffff,0.0
phoenix,8848eba49bfffff,0.0
phoenix,8829b6d327fffff,0.0
phoenix,8848eba4dbfffff,0.0
phoenix,8829b6c101fffff,0.0
phoenix,8829b6d30dfffff,0.0
phoenix,8829b6d347fffff,0.0
phoenix,8848e96b2bfffff,0.0
phoenix,8848e969e5fffff,0.0
phoenix,8829b6c06bfffff,0.0
phoenix,8829b6d063fffff,0.0
phoenix,8829b6c02bfffff,0.0
phoenix,8829b6d83bfffff,0.0
phoenix,8829b6da6bfffff,0.0
phoenix,8829b6da0dfffff,0.0
phoenix,8848eba4a5fffff,0.0
phoenix,8829b6d64dfffff,0.0
phoenix,8829b6c00dfffff,0.0
phoenix,8829b6c225fffff,2.086162567138672e-07
phoenix,8829b6d069fffff,0.0
phoenix,8829b6d1bbfffff,0.0
phoenix,8829b6c045fffff,0.0
phoenix,8829b6d1c9fffff,0.0
phoenix,8848e96d93fffff,0.0
phoenix,8848ebb491fffff,0.0
phoenix,8848ebb499fffff,0.0
phoenix,8848ebb4d3fffff,0.0
phoenix,8829b6d883fffff,0.0
phoenix,8829b6c325fffff,0.0
phoenix,8829b6d89bfffff,0.0
phoenix,8829b6c02dfffff,0.0
phoenix,8829b6c025fffff,0.0
phoenix,8829b6c309fffff,4.172325134277344e-07
phoenix,8829b6c355fffff,0.0
phoenix,8829b6d8c3fffff,0.0
phoenix,8829b6d833fffff,0.0
phoenix,8829b6c305fffff,0.0
phoenix,8829b6c0c5fffff,0.0
phoenix,8829b6c341fffff,0.0
phoenix,8848e96967fffff,0.0
phoenix,8848e96961fffff,0.0
phoenix,8848e96965fffff,0.0
phoenix,8829b6d0c1fffff,0.0
phoenix,8829b6d0c5fffff,0.0
phoenix,8848eba4a7fffff,0.0
phoenix,8829b6d2e3fffff,0.0
phoenix,8829b6d285fffff,0.0
phoenix,8829b6d043fffff,0.0
phoenix,8829b6d047fffff,0.0
phoenix,8829b6d2e7fffff,0.0
phoenix,8848e96dadfffff,0.0
phoenix,8848e96da9fffff,2.086162567138672e-07
phoenix,8848e96d83fffff,0.0
phoenix,8829b6d06bfffff,0.0
phoenix,8829b6d059fffff,0.0
phoenix,8829b6d13bfffff,0.0
phoenix,8829b6d1c5fffff,0.0
phoenix,8829b6d113fffff,0.0
phoenix,8829b6d0c7fffff,0.0
phoenix,8829b6d21dfffff,0.0
phoenix,8829b6d2a7fffff,0.0
phoenix,8829b6d2e5fffff,0.0
phoenix,8829b6d0b1fffff,0.0
phoenix,8829b6d0b7fffff,0.0
phoenix,8829b6c2e3fffff,0.0
phoenix,8829b6c2e7fffff,0.0
phoenix,8829b6d0cdfffff,0.0
phoenix,8829b6d089fffff,0.0
phoenix,8829b6d2e1fffff,0.0
phoenix,8829b6da87fffff,0.0
phoenix,8829b6daabfffff,0.0
phoenix,8848e96d29fffff,0.0
phoenix,8848e96d21fffff,0.0
phoenix,8829b6d0b5fffff,2.086162567138672e-07
phoenix,8829b6d0b3fffff,0.0
phoenix,8829b6d195fffff,1.475139697881291e-07
phoenix,8829b6d197fffff,0.0
phoenix,8829b6c003fffff,0.0
phoenix,8829b6c01dfffff,0.0
phoenix,8848e96da7fffff,0.0
phoenix,8829b6d155fffff,0.0
phoenix,8829b6d15bfffff,0.0
phoenix,8829b6d151fffff,0.0
phoenix,8829b6d16bfffff,0.0
phoenix,8829b6d16dfffff,0.0
phoenix,8829b6d035fffff,0.0
phoenix,8829b6c285fffff,0.0
phoenix,8829b6c281fffff,0.0
phoenix,8829b6d167fffff,0.0
phoenix,8829b6d163fffff,0.0
phoenix,8848e96da1fffff,0.0
phoenix,8829b6d749fffff,0.0
phoenix,8829b6c2a7fffff,0.0
phoenix,8829b6c2a3fffff,0.0
phoenix,8829b6c021fffff,0.0
phoenix,8829b6c015fffff,0.0
phoenix,8829b6d18dfffff,0.0
phoenix,8829b6d355fffff,0.0
phoenix,8829b6c32bfffff,0.0
phoenix,8829b6c307fffff,0.0
phoenix,8829b6d8d7fffff,0.0
phoenix,8829b6d351fffff,0.0
phoenix,8829b6c28dfffff,0.0
phoenix,8829b6c047fffff,0.0
phoenix,8848eba491fffff,0.0
phoenix,8848eba4d1fffff,0.0
phoenix,8829b6c16bfffff,0.0
phoenix,8829b6d169fffff,0.0
phoenix,8848e969c7fffff,0.0
phoenix,8848e969c5fffff,0.0
phoenix,8829b6d293fffff,0.0
phoenix,8829b6d299fffff,0.0
phoenix,8829b6d29bfffff,0.0
phoenix,8829b6d2dbfffff,0.0
phoenix,8829b6c33dfffff,0.0
phoenix,8829b6c15dfffff,0.0
phoenix,8829b6d32bfffff,1.043081283569336e-07
phoenix,8829b6d103fffff,0.0
phoenix,8829b6c155fffff,0.0
phoenix,8829b6c169fffff,2.950279395762582e-07
phoenix,8829b6c067fffff,4.172325134277344e-07
phoenix,8829b6d8b3fffff,0.0
phoenix,8829b6c16dfffff,0.0
phoenix,8848e96981fffff,0.0
phoenix,8829b6c0edfffff,0.0
phoenix,8829b6c22bfffff,2.086162567138672e-07
phoenix,8829b6d223fffff,0.0
phoenix,8829b6d8bbfffff,0.0
phoenix,8829b6da43fffff,0.0
phoenix,8829b6d8b5fffff,0.0
phoenix,8829b6d247fffff,0.0
phoenix,8829b6d19dfffff,0.0
phoenix,8829b6d19bfffff,0.0
phoenix,8848e96d23fffff,0.0
phoenix,8829b6d295fffff,0.0
phoenix,8829b6d283fffff,0.0
phoenix,8848e96b03fffff,0.0
phoenix,8848eba68bfffff,0.0
phoenix,8848eba68dfffff,2.086162567138672e-07
phoenix,8848eba6e3fffff,0.0
phoenix,8848eba6e7fffff,0.0
phoenix,8829b6c333fffff,0.0
phoenix,8829b6c06dfffff,0.0
phoenix,8829b6c14bfffff,0.0
phoenix,8848eba69dfffff,3.165750637514689
phoenix,8829b6d217fffff,0.0
phoenix,8848e96da5fffff,0.0
phoenix,8829b6d0c9fffff,0.0
phoenix,8829b6c21dfffff,0.0
phoenix,8829b6d2a1fffff,0.0
phoenix,8829b6d2adfffff,0.0
phoenix,8848ebb4d7fffff,0.0
phoenix,8848ebb48bfffff,0.0
phoenix,8848ebb489fffff,0.0
phoenix,8848ebb48dfffff,0.0
phoenix,8848e96dbbfffff,0.0
phoenix,8829b6d2a5fffff,0.0
phoenix,8829b6d291fffff,0.0
phoenix,8829b6d297fffff,0.0
phoenix,8829b6d2abfffff,0.0
phoenix,8829b6d2a3fffff,0.0
phoenix,8829b6d74dfffff,0.0
phoenix,8829b6d669fffff,2.086162567138672e-07
phoenix,8829b6d029fffff,0.0
phoenix,8829b6d005fffff,0.0
phoenix,8848e969b7fffff,3.9387722950952346
phoenix,8848e969bdfffff,1.2384762655433055
phoenix,8848e969b5fffff,1.979193290335916
phoenix,8848e96987fffff,0.0
phoenix,8829b6d8d9fffff,0.0
phoenix,8829b6c2a9fffff,0.0
phoenix,8829b6c2adfffff,0.0
phoenix,8829b6da19fffff,0.0
phoenix,8829b6da57fffff,0.0
phoenix,8829b6daa1fffff,0.0
phoenix,8848eba4b9fffff,0.0
phoenix,8848eba4b1fffff,0.0
phoenix,8829b6daa3fffff,0.0
phoenix,8829b6c161fffff,0.0
phoenix,8848ebb497fffff,0.0
phoenix,8848e96b37fffff,0.0
phoenix,8848ebb493fffff,0.0
phoenix,8848eba6c5fffff,0.0
phoenix,8848eba6edfffff,0.0
phoenix,8829b6d12bfffff,0.0
phoenix,8829b6da95fffff,0.0
phoenix,8829b6da97fffff,0.0
phoenix,8829b6dabdfffff,0.0
phoenix,8829b6c349fffff,0.0
phoenix,8829b6d185fffff,0.0
phoenix,8829b6d065fffff,0.0
phoenix,8829b6d067fffff,0.0
phoenix,8848ebb4bbfffff,0.0
phoenix,8848ebb49dfffff,0.0
phoenix,8848eba685fffff,0.0
phoenix,8848e96b25fffff,1.475139697881291e-07
phoenix,8848e96989fffff,0.0
phoenix,8848e969b9fffff,1.217208477357146
phoenix,8848e969c1fffff,0.0
phoenix,8829b6c24dfffff,0.0
phoenix,8829b6d045fffff,0.0
phoenix,8848eba6ddfffff,0.0
phoenix,8848e96983fffff,0.0
phoenix,8829b6d1cdfffff,0.0
phoenix,8829b6d219fffff,0.0
phoenix,8829b6d253fffff,0.0
phoenix,8829b6d251fffff,0.0
phoenix,8829b6d00dfffff,0.0
phoenix,8848e96d9bfffff,0.0
phoenix,8829b6c0cdfffff,0.0
phoenix,8829b6c039fffff,0.0
phoenix,8848e96d33fffff,0.0
phoenix,8829b6c21bfffff,0.0
phoenix,8829b6d12dfffff,0.0
phoenix,8829b6da81fffff,0.0
phoenix,8848eba497fffff,0.0
phoenix,8848eba49dfffff,0.0
phoenix,8848e96935fffff,0.0
phoenix,8829b6c157fffff,0.0
phoenix,8848e96969fffff,0.0
phoenix,8829b6d89dfffff,0.0
phoenix,8829b6d125fffff,0.0
phoenix,8848eba4c3fffff,0.0
phoenix,8848eba4bbfffff,0.0
phoenix,8848eba483fffff,0.0
phoenix,8829b6d339fffff,0.0
phoenix,8829b6d307fffff,0.0
phoenix,8829b6d321fffff,0.0
phoenix,8829b6d11bfffff,0.0
phoenix,8829b6d013fffff,0.0
phoenix,8829b6c2e5fffff,0.0
phoenix,8829b6d01bfffff,0.0
phoenix,8829b6d23bfffff,0.0
phoenix,8829b6d0a3fffff,0.0
phoenix,8829b6d1e3fffff,0.0
phoenix,8848eba4a1fffff,0.0
phoenix,8848eba495fffff,0.0
phoenix,8829b6da91fffff,0.0
phoenix,8829b6d853fffff,0.0
phoenix,8829b6d31bfffff,0.0
phoenix,8829b6d04dfffff,0.0
phoenix,8829b6c037fffff,0.0
phoenix,8829b6d527fffff,0.0
phoenix,8848ebb4b9fffff,0.0
phoenix,8848eba4c7fffff,0.0
phoenix,8848e96999fffff,0.0
phoenix,8829b6c15bfffff,0.0
phoenix,8829b6c303fffff,0.0
phoenix,8829b6d1a9fffff,0.0
phoenix,8829b6d159fffff,0.0
phoenix,8829b6d301fffff,0.0
phoenix,8829b6d303fffff,0.0
phoenix,8848eba6cbfffff,0.0
phoenix,8829b6d329fffff,0.0
phoenix,8848eba4d7fffff,0.0
phoenix,8848e96d25fffff,0.0
phoenix,8848e96d27fffff,5.900558791525164e-07
phoenix,8829b6d287fffff,0.0
phoenix,8829b6c2cdfffff,2.950279395762582e-07
phoenix,8829b6c2c1fffff,0.0
phoenix,8829b6d033fffff,1.043081283569336e-07
phoenix,8829b6d009fffff,2.086162567138672e-07
phoenix,8829b6d265fffff,0.0
phoenix,8848eba6bdfffff,2.1751082752658446
phoenix,8848eba6ebfffff,0.0
phoenix,8848eba6cdfffff,0.0
phoenix,8848eba4ddfffff,0.0
phoenix,8829b6daadfffff,0.0
phoenix,8848eba6a3fffff,0.0
phoenix,8848eba693fffff,0.0
phoenix,8848eba695fffff,0.0
phoenix,8848eba697fffff,0.0
phoenix,8829b6c117fffff,0.0
phoenix,8829b6d311fffff,3.47182003754725e-07
phoenix,8829b6d661fffff,0.0
phoenix,8829b6dadbfffff,0.0
phoenix,8829b6d357fffff,0.0
phoenix,8829b6d1c1fffff,0.0
phoenix,8829b6c023fffff,0.0
phoenix,8829b6d259fffff,0.0
phoenix,8829b6d25bfffff,0.0
phoenix,8848e969b3fffff,0.0
phoenix,8848e969b1fffff,0.0
phoenix,8829b6d269fffff,0.0
phoenix,8848e96de1fffff,0.0
phoenix,8848ebb4bdfffff,0.0
phoenix,8848ebb487fffff,0.0
phoenix,8848eba6a7fffff,0.0
phoenix,8848ebb485fffff,0.0
phoenix,8848eba6adfffff,0.0
phoenix,8848e96d37fffff,0.0
phoenix,8829b6d317fffff,0.0
phoenix,8829b6d33bfffff,0.0
phoenix,8829b6d66dfffff,1.564621925354004e-07
phoenix,8829b6d101fffff,1.475139697881291e-07
phoenix,8829b6d315fffff,3.687849244703228e-08
phoenix,8829b6d02dfffff,0.0
phoenix,8829b6d115fffff,0.0
phoenix,8829b6c119fffff,1.043081283569336e-07
phoenix,8829b6d157fffff,0.0
phoenix,8829b6d363fffff,0.0
phoenix,8848eba4d9fffff,2.950279395762582e-07
phoenix,8829b6d365fffff,0.0
phoenix,8848eba4c5fffff,0.0
phoenix,8829b6d367fffff,0.0
phoenix,8829b6d361fffff,0.0
phoenix,8829b6d149fffff,0.0
phoenix,8829b6d323fffff,0.0
phoenix,8829b6d30bfffff,0.0
phoenix,8848ebb49bfffff,0.0
phoenix,8829b6d22dfffff,0.0
phoenix,8848e96995fffff,0.0
phoenix,8848e969d5fffff,0.0
phoenix,8829b6c343fffff,0.0
phoenix,8848eba60bfffff,0.0
phoenix,8829b6c103fffff,0.0
phoenix,8829b6c363fffff,0.0
phoenix,8829b6c34dfffff,0.0
phoenix,8829b6dad9fffff,0.0
phoenix,8829b6c321fffff,0.0
phoenix,8829b6d831fffff,0.0
phoenix,8829b6d14bfffff,0.0
phoenix,8829b6d141fffff,0.0
phoenix,8829b6da93fffff,0.0
phoenix,8829b6c03dfffff,0.0
phoenix,8829b6d2bbfffff,0.0
phoenix,8829b6d227fffff,0.0
phoenix,8829b6c027fffff,0.0
phoenix,8848e96de7fffff,0.0
phoenix,8848e96d2dfffff,0.0
phoenix,8829b6c255fffff,0.0
phoenix,8848e969c3fffff,0.0
phoenix,8848e969ddfffff,0.0
phoenix,8829b6d839fffff,0.0
phoenix,8848eba6c1fffff,0.0
phoenix,8848eba615fffff,7.375698489406456e-08
phoenix,8848eba63bfffff,0.0
phoenix,8829b6d241fffff,0.0
phoenix,8829b6d24bfffff,0.0
phoenix,8848e96d91fffff,0.0
phoenix,8848eba69bfffff,0.05104244951115337
phoenix,8848e969d1fffff,0.0
phoenix,8829b6c11dfffff,0.0
phoenix,8829b6d8a5fffff,0.0
phoenix,8848e96b35fffff,0.0
phoenix,8848e96d67fffff,0.0
phoenix,8829b6c031fffff,0.0
phoenix,8848e96de3fffff,2.950279395762582e-07
phoenix,8829b6c033fffff,0.0
phoenix,8829b6d243fffff,0.0
phoenix,8829b6d36bfffff,0.0
phoenix,8829b6c2bdfffff,0.0
phoenix,8829b6d127fffff,0.0
phoenix,8829b6d26dfffff,0.0
phoenix,8829b6d245fffff,0.0
phoenix,8829b6d815fffff,0.0
phoenix,8829b6d06dfffff,0.0
phoenix,8829b6d837fffff,0.0
phoenix,8829b6d9d7fffff,0.0
phoenix,8829b6c105fffff,0.0
phoenix,8848e96d31fffff,0.0
phoenix,8848eba683fffff,0.0
phoenix,8829b6c213fffff,0.0
phoenix,8829b6c221fffff,0.0
phoenix,8848e96d3dfffff,0.0
phoenix,8829b6c139fffff,0.0
phoenix,8829b6d1adfffff,8.344650268554688e-07
phoenix,8829b6c1d9fffff,0.0
phoenix,8848eba4cbfffff,0.0
phoenix,8848eba691fffff,1.1260314689924638
phoenix,8829b6d369fffff,0.0
phoenix,8829b6d25dfffff,0.0
phoenix,8829b6d123fffff,0.0
phoenix,8848eba6c9fffff,0.0
phoenix,8829b6d135fffff,0.0
phoenix,8848ebb4abfffff,0.0
phoenix,8848e96d07fffff,0.0
phoenix,8848eba4e3fffff,0.0
phoenix,8848e96925fffff,0.0
phoenix,8848eba611fffff,0.0
phoenix,8829b6dad1fffff,0.0
phoenix,8829b6dad3fffff,0.0
phoenix,8848eba4c9fffff,0.0
phoenix,8848eba4c1fffff,0.0
phoenix,8848e96c01fffff,0.0
phoenix,8848e96c05fffff,0.0
phoenix,8848e96c47fffff,0.0
phoenix,8848e96c0dfffff,0.0
phoenix,8848eba4e9fffff,0.0
phoenix,8848e96c21fffff,0.0
phoenix,8848e96c29fffff,0.0
phoenix,8848eba6b3fffff,0.0
phoenix,8829b6d36dfffff,0.0
phoenix,8848eba6b7fffff,1.4190612794255668
phoenix,8848e96c2dfffff,0.0
phoenix,8848e96c67fffff,0.0
phoenix,8848e96d5bfffff,0.0
phoenix,8848e96d53fffff,0.0
phoenix,8848e96c25fffff,0.0
phoenix,8829b6d1b1fffff,0.0
phoenix,8848e96d55fffff,0.0
phoenix,8848e96d51fffff,0.0
phoenix,8848e96d59fffff,0.0
phoenix,8848e96d5dfffff,0.0
phoenix,8848e96d1dfffff,0.0
phoenix,8848e96d15fffff,0.0
phoenix,8848e96d17fffff,0.0
phoenix,8848e96de9fffff,0.0
phoenix,8848e96dedfffff,0.0
phoenix,8829b6da9bfffff,0.0
phoenix,8848e96d09fffff,0.0
phoenix,8848e96d0bfffff,0.0
phoenix,8848e96d01fffff,0.0
phoenix,8848e96d03fffff,0.0
phoenix,8848e96d39fffff,0.0
phoenix,8848e96d3bfffff,0.0
phoenix,8829b6dad5fffff,0.0
phoenix,8829b6c265fffff,0.0
phoenix,8829b6da8dfffff,0.0
phoenix,8829b6da89fffff,0.0
phoenix,8829b6dac3fffff,0.0
phoenix,8848e96d2bfffff,0.0
phoenix,8848e96d05fffff,0.0
phoenix,8829b6dae7fffff,0.0
phoenix,8848e96d47fffff,0.0
phoenix,8848e96d4bfffff,0.0
phoenix,8829b6d137fffff,0.0
phoenix,8829b6dacbfffff,0.0
phoenix,8829b6dac7fffff,0.0
phoenix,8848eba4adfffff,0.0
phoenix,8848eba4a9fffff,0.0
phoenix,8848e96997fffff,0.0
phoenix,8848e969dbfffff,0.0
phoenix,8848e969d3fffff,0.0
phoenix,8848eba6b5fffff,0.0
phoenix,8848e96c07fffff,0.0
phoenix,8848e96c03fffff,0.0
phoenix,8848e96c63fffff,0.0
phoenix,8848e96c0bfffff,0.0
phoenix,8848e96d8bfffff,0.0
phoenix,8829b6d647fffff,0.0
phoenix,8848e96d43fffff,0.0
phoenix,8848e96d57fffff,0.0
phoenix,8848e96d19fffff,0.0
phoenix,8848e96d0dfffff,0.0
phoenix,8848e96c09fffff,0.0
phoenix,8829b6c107fffff,0.0
phoenix,8829b6c0e7fffff,0.0
phoenix,8829b6c0e5fffff,0.0
phoenix,8829b6c1dbfffff,0.0
phoenix,8848ebb4a3fffff,0.0
phoenix,8848e96d95fffff,0.0
phoenix,8848e96dd7fffff,0.0
phoenix,8829b6d24dfffff,0.0
phoenix,8848e96c2bfffff,0.0
phoenix,8848e96d9dfffff,0.0
phoenix,8848eba6bbfffff,0.0
vienna,881e15b715fffff,0.0
vienna,881e15b711fffff,0.0
vienna,881e15b71dfffff,0.0
vienna,881e15b0d9fffff,0.0
vienna,881e15b0dbfffff,0.0
vienna,881e15b767fffff,5.21540641784668e-08
vienna,881e15b72dfffff,0.0
vienna,881e15b729fffff,0.0
vienna,881e15b72bfffff,0.0
vienna,881e15b707fffff,0.0
vienna,881e15b727fffff,0.0
vienna,881e15b725fffff,0.0
vienna,881e15b0d3fffff,0.0
vienna,881e15b0d7fffff,0.0
vienna,881e15b0d1fffff,0.0
vienna,881e15b739fffff,0.0
vienna,881e15b73bfffff,0.0
vienna,881e15b73dfffff,0.0
vienna,881e15b703fffff,0.0
vienna,881e15b763fffff,0.0
vienna,881e15b76dfffff,0.0
vienna,881e15b765fffff,0.0
vienna,881e15b70dfffff,0.0
vienna,881e15b761fffff,0.0
vienna,881e15b76bfffff,0.0
vienna,881e15b705fffff,0.0
vienna,881e15b701fffff,0.0
vienna,881e15b70bfffff,0.0
vienna,881e15b757fffff,0.0
vienna,881e15b62dfffff,0.0
vienna,881e15b629fffff,0.0
vienna,881e15b621fffff,0.0
vienna,881e15b62bfffff,0.0
vienna,881e15b63dfffff,0.925892814929263
vienna,881e15b2b7fffff,0.0
vienna,881e15b2b5fffff,0.0
vienna,881e15b2a3fffff,0.0
vienna,881e15b2a1fffff,0.0
vienna,881e15b053fffff,0.0
vienna,881e15b2adfffff,0.0
vienna,881e15b2a5fffff,0.0
vienna,881e15a24dfffff,0.0
vienna,881e15b19bfffff,0.0
vienna,881e15a241fffff,0.0
vienna,881e15b0a3fffff,0.0
vienna,881e15b0b5fffff,0.0
vienna,881e15b0bdfffff,0.0
vienna,881e15b0b9fffff,0.0
vienna,881e15b0b1fffff,0.0
vienna,881e15b0b7fffff,0.0
vienna,881e15a25dfffff,0.0
vienna,881e15a255fffff,0.0
vienna,881e15a257fffff,0.0
vienna,881e15a251fffff,0.0
vienna,881e15a259fffff,0.0
vienna,881e15b0b3fffff,0.0
vienna,881e15b565fffff,0.0
vienna,881e15b0bbfffff,0.0
vienna,881e15b095fffff,0.0
vienna,881e15b09dfffff,0.0
vienna,881e15b097fffff,0.0
vienna,881e15b093fffff,0.0
vienna,881e15b569fffff,0.0
vienna,881e15b091fffff,0.0
vienna,881e15b099fffff,0.0
vienna,881e15b56dfffff,0.0
vienna,881e15b561fffff,0.0
vienna,881e15b0ddfffff,0.0
vienna,881e15b54dfffff,0.0
vienna,881e15b545fffff,0.0
vienna,881e15b56bfffff,0.0
vienna,881e15b563fffff,0.0
vienna,881e15b521fffff,0.0
vienna,881e064dadfffff,0.0
vienna,881e064da9fffff,0.0
vienna,881e064dabfffff,0.0
vienna,881e064de3fffff,0.0
vienna,881e064de7fffff,0.0
vienna,881e064db5fffff,0.0
vienna,881e064db7fffff,0.0
vienna,881e15b755fffff,0.0
vienna,881e15b751fffff,0.0
vienna,881e15b723fffff,0.0
vienna,881e15b083fffff,0.0
vienna,881e15b719fffff,0.0
vienna,881e15b717fffff,0.0
vienna,881e15b743fffff,0.0
vienna,881e15b52dfffff,0.0
vienna,881e15a253fffff,0.0
vienna,881e15b735fffff,0.0
vienna,881e15b71bfffff,0.0
vienna,881e15b713fffff,0.0
vienna,881e15b721fffff,0.0
vienna,881e15b747fffff,0.0
