term,coef,std_err,p_value
intersection_density,-0.044412667568634476,0.07877365358496419,0.5729383016309827
circuity,-11.204086952954889,1.2336930497376384,2.0628244083920547e-19
orientation_entropy,1.0958938785557852,0.2118060698584085,2.465987829866022e-07
mean_street_length,-0.05021678246850521,0.006134277448776564,4.1771921197205055e-16
greenspace_fragmentation,-1.5385189948835522e-06,3.983580661186864e-06,0.6993690596116978
