city,hex,auc_inf,auc_cap,auc_ext
amsterdam,881969c9b1fffff,7.4240905795963235,60.31533534939453,111.29301467147627
amsterdam,88196824c1fffff,5.006287483059817,34.1744422070049,100.66490436070781
amsterdam,881969c8a3fffff,2.8141603206733103,31.520256429472084,135.69701099378847
amsterdam,881969c8bdfffff,1.5145578266844395,14.77280997393221,72.97432471760585
amsterdam,8819682693fffff,4.906136458102179,15.512738175900395,69.20629839688829
amsterdam,881969534dfffff,4.211669026713475,20.072676025223466,51.9327514594534
amsterdam,88196824cbfffff,5.074075471941981,52.61511510220284,126.37195870402745
amsterdam,88196824c5fffff,2.8121791732060535,10.767130461554713,39.57265839485326
amsterdam,8819682697fffff,5.569343456013016,26.782546891609446,78.93489325693291
amsterdam,88196826bbfffff,4.620848561731276,23.18240156787816,71.57895626859185
amsterdam,881969c991fffff,4.453809451182342,38.506004433635724,107.65291109337564
amsterdam,88196826b1fffff,6.9552044083700855,44.07831042066384,140.44164961491165
amsterdam,881969c8a7fffff,0.0,7.954951288348662,23.864853865045983
amsterdam,88196826b5fffff,2.396986973827949,20.958539979974823,79.0905991783616
amsterdam,881969c8abfffff,4.341479485720255,28.172618986756483,100.04247583722076
amsterdam,881969c9b9fffff,2.7237331195503898,22.915516963438932,202.32878087776243
amsterdam,881969c995fffff,3.495109896693272,22.056662902840145,72.40818676486083
amsterdam,881969c9a3fffff,2.629920709712278,10.584871998060938,76.5775442863452
amsterdam,88196824cdfffff,1.9119609557537964,4.56361138520335,36.38094828879334
amsterdam,88196824c9fffff,1.516550627492499,62.504510504832226,123.44241433259955
amsterdam,8819682691fffff,5.103787538103181,46.89017149635146,136.14978788012664
amsterdam,8819682695fffff,3.4519475288695523,58.07275414011306,178.97810621277705
amsterdam,881969c8a1fffff,3.392805245242255,48.470862545884664,139.74765986545472
amsterdam,881969c99dfffff,4.0426248881627,30.12847530776293,151.45852596663852
amsterdam,881969c8a5fffff,7.473684694089462,15.428635982438124,65.31770863186335
amsterdam,881969c999fffff,4.406695285799894,12.361646574148555,167.8137689534423
amsterdam,88196826b9fffff,1.0346617944236465,37.67911481510103,155.17289613624482
amsterdam,88196826bdfffff,1.7056375089553037,1.7056375089553037,52.61545058041241
amsterdam,881969c9abfffff,4.715231319585121,15.32183303738334,95.85412558559227
amsterdam,881969c987fffff,2.312087323300655,31.23276802671415,127.51346648747436
amsterdam,881969c8adfffff,2.891219116511643,34.71102426990628,93.28860232343476
amsterdam,88196826a3fffff,0.37745652878264035,3.029106958232194,18.831588582196204
amsterdam,88196826a7fffff,5.018617865999231,7.670268295448786,45.49486354855791
amsterdam,881969c9d3fffff,3.499456156113039,58.67165240529383,116.57296333898496
amsterdam,881969c8a9fffff,2.4725893928694926,15.73084154011726,70.06414247303462
amsterdam,8819682683fffff,1.1295196676531094,6.432820526552218,54.61477137813025
amsterdam,881968269dfffff,0.6972695386604228,0.6972695386604228,35.50477415456315
amsterdam,881969c9d7fffff,8.150866093828048,102.9894743072015,290.4688989496408
amsterdam,881969c98bfffff,4.889351243169145,41.82707485891708,97.21338624334578
amsterdam,881968241bfffff,7.038423307015764,14.993374595364426,55.62306470054926
amsterdam,881969c981fffff,4.856664659808898,64.84777507915105,172.15386941035376
amsterdam,88196826abfffff,1.1622144531921883,3.8138648826417425,53.84209702426883
amsterdam,881969c9dbfffff,5.237466781161075,39.49181321672544,82.22308330512433
amsterdam,88196826a1fffff,0.0,13.258252147247767,29.867845824379245
amsterdam,88196826a5fffff,1.6635734090182064,28.180077703513742,70.25592655926901
amsterdam,8819682687fffff,0.0,0.0,8.966707217812834
amsterdam,881969c9adfffff,3.3729288133942124,29.889433107889747,209.91980182250248
amsterdam,881969c9a9fffff,2.4447778420980675,89.94924201393333,215.08879247132276
amsterdam,881969c985fffff,1.3148392555158266,11.558991069187213,65.81678529086669
amsterdam,8819682419fffff,2.1069489622060833,7.41024982110519,32.883138769754154
amsterdam,88196826d3fffff,0.40812878372078565,11.014730501518999,72.00269037885872
amsterdam,881969c9d5fffff,3.241492780505517,32.1732791546537,150.83807351590443
